game_history,scores,winner
"[('b', (45, 36), 0), ('r', (18, 25), 0), ('b', (43, 34), 0), ('r', (25, 43), -6), ('r', (43, 29), 1), ('b', (52, 45), 0), ('r', (9, 18), 0), ('b', (45, 38), 0), ('r', (0, 9), 0), ('b', (38, 31), 0), ('r', (16, 25), 0), ('b', (50, 43), 0), ('r', (9, 16), 0), ('b', (41, 32), 0), ('r', (25, 34), 0), ('b', (43, 25), 1), ('r', (16, 34), -1), ('b', (48, 41), 0), ('r', (34, 48), 2), ('b', (32, 25), 0), ('r', (18, 32), 63), ('b', (54, 45), 0), ('r', (2, 9), 0), ('b', (45, 36), 0), ('r', (29, 43), 7), ('b', (59, 52), 0), ('r', (9, 16), 0), ('b', (52, 34), -8), ('r', (11, 18), 0), ('b', (34, 25), 0), ('r', (16, 34), -1), ('b', (61, 52), 0), ('r', (4, 11), 0), ('b', (47, 38), 0), ('r', (18, 25), 0), ('b', (63, 54), 0), ('r', (11, 18), 0), ('b', (54, 47), 0), ('r', (18, 27), 0), ('b', (52, 45), 0), ('r', (20, 29), 0), ('b', (38, 20), 24), ('r', (22, 29), 0), ('b', (20, 38), -5), ('r', (13, 20), 0), ('b', (31, 22), 0), ('r', (15, 29), 0), ('b', (45, 36), 0), ('r', (27, 45), 3), ('r', (45, 31), 32), ('b', (47, 38), 0), ('r', (29, 47), -2), ('b', (57, 50), 0), ('r', (6, 15), 0), ('b', (50, 41), 0), ('r', (32, 50), -18)]","{'b': 12, 'r': 74}",r
"[('b', (43, 34), 0), ('r', (16, 25), 0), ('b', (34, 16), 2), ('r', (18, 25), 0), ('b', (16, 34), -6), ('r', (9, 16), 0), ('b', (34, 25), 0), ('r', (16, 34), -2), ('b', (41, 27), -2), ('r', (20, 34), -1), ('b', (45, 38), 0), ('r', (0, 9), 0), ('b', (50, 43), 0), ('r', (9, 16), 0), ('b', (43, 25), 3), ('r', (16, 34), -1), ('b', (57, 50), 0), ('r', (2, 9), 0), ('b', (38, 31), 0), ('r', (9, 16), 0), ('b', (47, 38), 0), ('r', (11, 18), 0), ('b', (50, 41), 0), ('r', (4, 11), 0), ('b', (41, 27), -13), ('b', (27, 9), -2), ('r', (16, 2), 0), ('b', (38, 29), 0), ('r', (22, 36), -13), ('b', (54, 45), 0), ('r', (36, 54), 1), ('b', (61, 47), 4), ('r', (2, 9), 0), ('b', (47, 38), 0), ('r', (9, 16), 0), ('b', (38, 29), 0), ('r', (11, 18), 0), ('b', (63, 54), 0), ('r', (13, 20), 0), ('b', (29, 11), 15), ('b', (11, 25), 3), ('r', (16, 34), 1), ('b', (54, 47), 0), ('r', (6, 13), 0), ('b', (52, 45), 0), ('r', (13, 20), 0), ('b', (45, 36), 0), ('r', (20, 29), 0), ('b', (36, 22), -1), ('r', (15, 29), 0), ('b', (48, 41), 0), ('r', (34, 48), -5), ('b', (47, 38), 0), ('r', (29, 47), -2), ('b', (59, 50), 0), ('r', (47, 54), 0), ('b', (50, 41), 0), ('r', (48, 34), -1), ('b', (31, 22), 0), ('r', (54, 63), 0), ('b', (22, 15), 0), ('r', (63, 54), 0), ('b', (15, 6), 0), ('r', (54, 61), 0), ('b', (6, 41), 0), ('r', (61, 52), 0), ('b', (41, 20), 0), ('r', (52, 59), 0), ('b', (20, 27), 0), ('r', (59, 50), 0), ('b', (27, 36), 0), ('r', (50, 29), 0)]","{'b': 3, 'r': -23}",b
"[('b', (43, 34), 0), ('r', (18, 25), 0), ('b', (50, 43), 0), ('r', (9, 18), 0), ('b', (43, 36), 0), ('r', (25, 43), -6), ('r', (43, 29), 0), ('b', (41, 34), 0), ('r', (0, 9), 0), ('b', (34, 27), 0), ('r', (18, 36), 2), ('b', (45, 27), 6), ('r', (20, 34), -6), ('b', (52, 45), 0), ('r', (9, 18), 0), ('b', (59, 52), 0), ('r', (2, 9), 0), ('b', (45, 38), 0), ('r', (11, 20), 0), ('b', (54, 45), 0), ('r', (4, 11), 0), ('b', (38, 31), 0), ('r', (16, 25), 0), ('b', (63, 54), 0), ('r', (9, 16), 0), ('b', (45, 36), 0), ('r', (29, 43), 7), ('b', (52, 45), 0), ('r', (20, 29), 0), ('b', (45, 36), 0), ('r', (11, 20), 0), ('b', (36, 50), 7), ('r', (25, 32), 0), ('b', (50, 41), 0), ('r', (32, 50), 12), ('b', (57, 43), -44), ('b', (43, 25), -5), ('b', (25, 11), -22), ('r', (20, 2), -1), ('b', (54, 45), 0), ('r', (2, 9), 0), ('b', (61, 52), 0), ('r', (9, 18), 0), ('b', (45, 36), 0), ('r', (29, 43), 20), ('r', (43, 61), -2), ('b', (48, 41), 0), ('r', (13, 20), 0), ('b', (31, 13), 1), ('b', (13, 27), 13), ('b', (27, 9), 1), ('r', (16, 2), -1), ('b', (47, 38), 0), ('r', (2, 9), 0), ('b', (38, 29), 0), ('r', (6, 13), 0), ('b', (41, 32), 0), ('r', (9, 18), 0), ('b', (32, 25), 0), ('r', (61, 16), 20), ('b', (29, 22), 0), ('r', (15, 29), 0)]","{'b': -43, 'r': 49}",r
"[('b', (45, 36), 0), ('r', (16, 25), 0), ('b', (36, 27), 0), ('r', (18, 36), 0), ('b', (43, 29), -6), ('r', (20, 38), 12), ('b', (47, 29), 0), ('r', (22, 36), -13), ('b', (54, 45), 0), ('r', (36, 54), 1), ('b', (61, 47), 4), ('r', (9, 16), 0), ('b', (63, 54), 0), ('r', (0, 9), 0), ('b', (47, 38), 0), ('r', (11, 18), 0), ('b', (41, 32), 0), ('r', (2, 11), 0), ('b', (52, 43), 0), ('r', (11, 20), 0), ('b', (38, 31), 0), ('r', (4, 11), 0), ('b', (54, 47), 0), ('r', (13, 22), 0), ('b', (31, 13), -8), ('b', (13, 27), 0), ('r', (18, 36), 15), ('b', (32, 18), -5), ('b', (18, 4), -17), ('r', (6, 13), 0), ('b', (4, 22), 0), ('r', (15, 29), 0), ('b', (43, 34), 0), ('r', (9, 18), 0), ('b', (34, 25), 0), ('r', (16, 34), -1), ('b', (47, 38), 0), ('r', (29, 47), -2), ('b', (50, 41), 0), ('r', (18, 25), 0), ('b', (41, 27), 4), ('b', (27, 45), 7), ('r', (25, 32), 0), ('b', (59, 52), 0), ('r', (32, 41), 0), ('b', (48, 34), 0), ('r', (47, 54), 0), ('b', (45, 63), 0)]","{'b': -27, 'r': 12}",r
"[('b', (45, 36), 0), ('r', (16, 25), 0), ('b', (54, 45), 0), ('r', (9, 16), 0), ('b', (41, 34), 0), ('r', (2, 9), 0), ('b', (34, 27), 0), ('r', (20, 34), -1), ('b', (47, 38), 0), ('r', (11, 20), 0), ('b', (63, 54), 0), ('r', (4, 11), 0), ('b', (48, 41), 0), ('r', (34, 48), 6), ('b', (38, 29), 0), ('r', (20, 38), 14), ('b', (45, 31), -70), ('r', (11, 20), 0), ('b', (50, 41), 0), ('r', (48, 34), -2), ('b', (57, 48), 0), ('r', (22, 29), 0), ('b', (36, 22), 0), ('b', (22, 4), 2), ('r', (20, 27), 0), ('b', (54, 47), 0), ('r', (6, 13), 0), ('b', (4, 22), 0), ('r', (15, 29), 0), ('b', (59, 50), 0), ('r', (25, 32), 0), ('b', (43, 25), 12), ('b', (25, 11), -6), ('r', (9, 18), 0), ('b', (11, 25), 1), ('r', (32, 18), 10), ('b', (52, 43), 0), ('r', (16, 25), 0), ('b', (61, 54), 0), ('r', (25, 32), 0), ('b', (43, 36), 0), ('r', (27, 45), 18), ('r', (45, 63), -40), ('b', (50, 43), 0), ('r', (0, 9), 0), ('b', (31, 22), 0), ('r', (29, 15), 7), ('b', (47, 38), 0), ('r', (9, 16), 0), ('b', (38, 29), 0), ('r', (15, 22), 0), ('b', (29, 15), 2), ('r', (16, 25), 0), ('b', (48, 41), 0), ('r', (32, 50), -18), ('r', (50, 36), -15), ('b', (15, 6), 0), ('r', (25, 32), 0), ('b', (6, 41), 0), ('r', (32, 50), 8)]","{'b': -59, 'r': 2}",r
"[('b', (41, 32), 0), ('r', (18, 25), 0), ('b', (32, 18), -10), ('r', (9, 27), 2), ('b', (48, 41), 0), ('r', (11, 18), 0), ('b', (45, 38), 0), ('r', (2, 9), 0), ('b', (43, 34), 0), ('r', (4, 11), 0), ('b', (34, 25), 0), ('r', (18, 32), 60), ('b', (38, 29), 0), ('r', (22, 36), -8), ('b', (41, 34), 0), ('r', (27, 41), 0), ('b', (54, 45), 0), ('r', (36, 54), 1), ('b', (63, 45), -7), ('r', (11, 18), 0), ('b', (52, 43), 0), ('r', (15, 22), 0), ('b', (45, 36), 0), ('r', (6, 15), 0), ('b', (36, 27), 0), ('r', (18, 36), 6), ('b', (43, 29), 1), ('b', (29, 11), 60), ('r', (9, 18), 0), ('b', (11, 25), 5), ('r', (16, 34), 0), ('b', (59, 52), 0), ('r', (41, 59), -4), ('r', (59, 45), 2), ('b', (57, 48), 0), ('r', (32, 41), 0), ('b', (61, 54), 0), ('r', (45, 63), 70), ('b', (47, 38), 0), ('r', (0, 9), 0), ('b', (38, 31), 0), ('r', (9, 16), 0)]","{'b': 42, 'r': 117}",r
"[('b', (45, 38), 0), ('r', (16, 25), 0), ('b', (52, 45), 0), ('r', (20, 29), 0), ('b', (38, 20), -6), ('r', (11, 29), -10), ('b', (47, 38), 0), ('r', (29, 47), 6), ('b', (59, 52), 0), ('r', (2, 11), 0), ('b', (43, 34), 0), ('r', (25, 43), 24), ('b', (50, 36), -7), ('r', (9, 16), 0), ('b', (36, 29), 0), ('r', (22, 36), -6), ('b', (45, 27), 19), ('b', (27, 9), -10), ('r', (0, 18), 12), ('b', (41, 32), 0), ('r', (11, 20), 0), ('b', (52, 43), 0), ('r', (15, 22), 0), ('b', (57, 50), 0), ('r', (4, 11), 0), ('b', (43, 34), 0), ('r', (6, 15), 0), ('b', (48, 41), 0), ('r', (20, 29), 0), ('b', (34, 25), 0), ('r', (16, 34), -1), ('r', (34, 48), -7), ('b', (61, 52), 0), ('r', (47, 61), -2), ('r', (61, 43), -100), ('r', (43, 57), -2), ('b', (32, 25), 0), ('r', (18, 32), -18), ('b', (63, 54), 0), ('r', (11, 18), 0), ('b', (54, 47), 0), ('r', (13, 20), 0), ('b', (47, 38), 0), ('r', (29, 47), -7)]","{'b': -4, 'r': -107}",b
"[('b', (41, 34), 0), ('r', (16, 25), 0), ('b', (34, 16), -13), ('r', (18, 25), 0), ('b', (16, 34), 9), ('r', (9, 16), 0), ('b', (45, 36), 0), ('r', (2, 9), 0), ('b', (34, 27), 0), ('r', (20, 34), -1), ('b', (43, 25), 12), ('r', (16, 34), -2), ('b', (36, 29), 0), ('r', (22, 36), -8), ('b', (50, 41), 0), ('r', (9, 16), 0), ('b', (41, 27), 4), ('b', (27, 45), -12), ('r', (11, 18), 0), ('b', (48, 41), 0), ('r', (13, 22), 0), ('b', (41, 34), 0), ('r', (0, 9), 0), ('b', (52, 43), 0), ('r', (16, 25), 0), ('b', (34, 16), 5), ('b', (16, 2), 0), ('r', (4, 11), 0), ('b', (2, 29), 0), ('r', (22, 36), -6), ('r', (36, 50), 7), ('b', (57, 43), 33), ('r', (6, 13), 0), ('b', (45, 36), 0), ('r', (13, 20), 0), ('b', (61, 52), 0), ('r', (15, 22), 0), ('b', (43, 34), 0), ('r', (18, 25), 0), ('b', (34, 16), -21), ('r', (20, 27), 0), ('b', (36, 18), -14), ('r', (22, 29), 0), ('b', (54, 45), 0), ('r', (29, 36), 0), ('b', (45, 27), -7)]","{'b': -16, 'r': -10}",r
"[('b', (45, 38), 0), ('r', (20, 27), 0), ('b', (38, 29), 0), ('r', (22, 36), -8), ('b', (43, 29), -1), ('r', (11, 20), 0), ('b', (29, 11), 60), ('b', (11, 25), 5), ('r', (16, 34), 0), ('b', (50, 43), 0), ('r', (2, 11), 0), ('b', (43, 25), 1), ('r', (9, 16), 0), ('b', (52, 43), 0), ('r', (16, 34), 2), ('r', (34, 52), -70), ('b', (61, 43), 35), ('r', (11, 18), 0), ('b', (43, 34), 0), ('r', (4, 11), 0), ('b', (34, 20), -30), ('b', (20, 2), -1), ('r', (13, 22), 0), ('b', (54, 45), 0), ('r', (18, 25), 0), ('b', (63, 54), 0), ('r', (22, 29), 0), ('b', (2, 38), -16), ('r', (6, 13), 0), ('b', (41, 34), 0), ('r', (25, 43), 45), ('b', (38, 31), 0), ('r', (13, 20), 0), ('b', (31, 13), 0), ('r', (20, 6), -32), ('b', (48, 41), 0), ('r', (43, 50), 0), ('b', (57, 43), 55), ('r', (0, 9), 0), ('b', (47, 38), 0), ('r', (6, 13), 0), ('b', (45, 36), 0), ('r', (9, 16), 0), ('b', (38, 31), 0), ('r', (13, 20), 0), ('b', (31, 22), 0), ('r', (15, 29), 0), ('b', (36, 22), 0), ('r', (20, 29), 0), ('b', (22, 36), 4), ('r', (16, 25), 0), ('b', (59, 50), 0), ('r', (25, 32), 0), ('b', (36, 29), 0)]","{'b': 104, 'r': -61}",b
"[('b', (41, 32), 0), ('r', (20, 27), 0), ('b', (45, 38), 0), ('r', (11, 20), 0), ('b', (43, 36), 0), ('r', (27, 45), 12), ('r', (45, 31), -6), ('b', (48, 41), 0), ('r', (2, 11), 0), ('b', (57, 48), 0), ('r', (16, 25), 0), ('b', (52, 45), 0), ('r', (9, 16), 0), ('b', (45, 38), 0), ('r', (31, 45), 16), ('b', (54, 36), -13), ('r', (20, 29), 0), ('b', (63, 54), 0), ('r', (29, 43), -70), ('r', (43, 57), 7), ('b', (59, 52), 0), ('r', (0, 9), 0), ('b', (47, 38), 0), ('r', (11, 20), 0), ('b', (38, 29), 0), ('r', (20, 38), -1), ('b', (54, 47), 0), ('r', (4, 11), 0), ('b', (47, 29), -1), ('r', (22, 36), -11), ('b', (52, 43), 0), ('r', (36, 50), -1), ('b', (41, 59), 9), ('r', (11, 20), 0), ('b', (59, 50), 0), ('r', (57, 43), 0), ('b', (48, 41), 0), ('r', (13, 22), 0), ('b', (61, 52), 0), ('r', (43, 61), -4), ('b', (41, 34), 0), ('r', (25, 43), -44), ('b', (32, 25), 0), ('r', (18, 32), 9)]","{'b': -5, 'r': -81}",b
"[('b', (41, 34), 0), ('r', (20, 29), 0), ('b', (48, 41), 0), ('r', (11, 20), 0), ('b', (43, 36), 0), ('r', (29, 43), 36), ('r', (43, 25), -3), ('b', (50, 43), 0), ('r', (2, 11), 0), ('b', (41, 34), 0), ('r', (18, 27), 0), ('b', (47, 38), 0), ('r', (27, 41), 0), ('b', (54, 47), 0), ('r', (9, 18), 0), ('b', (57, 48), 0), ('r', (0, 9), 0), ('b', (48, 34), 11), ('r', (18, 27), 0), ('b', (63, 54), 0), ('r', (27, 41), 0), ('b', (43, 36), 0), ('r', (9, 18), 0), ('b', (36, 29), 0), ('r', (22, 36), -6), ('b', (45, 27), 8), ('b', (27, 9), -1), ('r', (16, 2), -4), ('b', (38, 29), 0), ('r', (20, 38), 14), ('b', (47, 29), -1), ('r', (2, 9), 0), ('b', (52, 45), 0), ('r', (9, 16), 0), ('b', (29, 22), 0), ('r', (15, 29), 0), ('b', (59, 50), 0), ('r', (41, 59), -15), ('r', (59, 38), 6), ('b', (61, 52), 0), ('r', (38, 59), -4), ('b', (54, 45), 0), ('r', (59, 38), -10)]","{'b': 17, 'r': -1}",b
"[('b', (45, 38), 0), ('r', (20, 27), 0), ('b', (41, 34), 0), ('r', (27, 41), -1), ('b', (50, 32), -18), ('r', (11, 20), 0), ('b', (38, 29), 0), ('r', (20, 38), 9), ('b', (47, 29), 0), ('r', (22, 36), -13), ('r', (36, 50), -3), ('b', (57, 43), 99), ('r', (2, 11), 0), ('b', (32, 25), 0), ('r', (16, 34), -2), ('b', (43, 25), -7), ('r', (18, 32), 11), ('b', (48, 41), 0), ('r', (32, 50), -1), ('b', (59, 41), -8), ('r', (9, 16), 0), ('b', (54, 45), 0), ('r', (11, 18), 0), ('b', (61, 54), 0), ('r', (4, 11), 0), ('b', (45, 36), 0), ('r', (11, 20), 0), ('b', (36, 29), 0), ('r', (20, 38), 1), ('b', (41, 32), 0), ('r', (0, 9), 0), ('b', (52, 43), 0), ('r', (13, 20), 0), ('b', (43, 36), 0), ('r', (6, 13), 0), ('b', (32, 25), 0), ('r', (16, 34), -1), ('b', (36, 29), 0), ('r', (9, 16), 0), ('b', (29, 11), -30), ('b', (11, 25), 5), ('b', (25, 43), -70), ('r', (13, 20), 0), ('b', (43, 36), 0), ('r', (15, 22), 0), ('b', (36, 29), 0), ('r', (22, 36), -10), ('b', (54, 45), 0), ('r', (36, 54), 0), ('b', (63, 45), 2), ('b', (45, 31), 16), ('r', (20, 29), 0), ('b', (31, 22), 0), ('r', (29, 15), -13)]","{'b': -11, 'r': -32}",b
"[('b', (41, 32), 0), ('r', (18, 25), 0), ('b', (32, 18), -10), ('r', (9, 27), 2), ('b', (45, 36), 0), ('r', (27, 45), -8), ('b', (54, 36), 0), ('r', (11, 18), 0), ('b', (47, 38), 0), ('r', (2, 9), 0), ('b', (43, 34), 0), ('r', (4, 11), 0), ('b', (61, 54), 0), ('r', (18, 25), 0), ('b', (36, 29), 0), ('r', (22, 36), -2), ('b', (54, 45), 0), ('r', (25, 43), 60), ('r', (43, 61), 1), ('b', (45, 27), 4), ('r', (20, 34), -2), ('b', (50, 43), 0), ('r', (34, 52), -18), ('b', (59, 45), 14), ('r', (11, 18), 0), ('b', (38, 29), 0), ('r', (13, 20), 0), ('b', (29, 11), -12), ('b', (11, 25), 12), ('r', (16, 34), 1), ('b', (48, 41), 0), ('r', (34, 48), 4), ('b', (63, 54), 0), ('r', (61, 47), 16), ('b', (45, 38), 0), ('r', (47, 20), 160), ('b', (57, 50), 0), ('r', (6, 13), 0), ('b', (50, 43), 0), ('r', (9, 16), 0), ('b', (43, 34), 0), ('r', (20, 41), -2)]","{'b': 8, 'r': 222}",r
"[('b', (41, 34), 0), ('r', (16, 25), 0), ('b', (34, 16), -13), ('r', (18, 25), 0), ('b', (16, 34), 9), ('r', (9, 16), 0), ('b', (45, 38), 0), ('r', (0, 9), 0), ('b', (54, 45), 0), ('r', (20, 29), 0), ('b', (38, 20), -6), ('r', (11, 29), -10), ('b', (48, 41), 0), ('r', (4, 11), 0), ('b', (45, 36), 0), ('r', (9, 18), 0), ('b', (36, 27), 0), ('r', (18, 36), 9), ('b', (47, 38), 0), ('r', (29, 47), 6), ('b', (43, 29), 3), ('r', (22, 36), -15), ('b', (61, 54), 0), ('r', (47, 61), -2), ('r', (61, 43), 200), ('r', (43, 25), 2), ('b', (41, 34), 0), ('r', (25, 43), 0), ('b', (57, 48), 0), ('r', (43, 57), 14), ('b', (59, 52), 0), ('r', (2, 9), 0), ('b', (48, 41), 0), ('r', (11, 18), 0), ('b', (41, 32), 0), ('r', (13, 20), 0), ('b', (52, 43), 0), ('r', (36, 50), -1), ('b', (32, 25), 0), ('r', (18, 32), -88), ('b', (63, 54), 0), ('r', (6, 13), 0), ('b', (54, 45), 0), ('r', (9, 18), 0), ('b', (45, 38), 0), ('r', (13, 22), 0), ('b', (38, 31), 0), ('r', (16, 25), 0), ('b', (31, 13), -9), ('b', (13, 27), 5), ('b', (27, 9), -1), ('r', (25, 34), 0), ('b', (9, 2), 0), ('r', (15, 22), 0), ('b', (2, 9), 0), ('r', (22, 29), 0), ('b', (9, 16), 0), ('r', (29, 36), 0), ('b', (16, 52), -28), ('r', (32, 41), 0), ('b', (52, 31), 0), ('r', (36, 43), 0), ('b', (31, 13), 0), ('r', (41, 48), 0), ('b', (13, 22), 0), ('r', (43, 52), 0), ('b', (22, 29), 0), ('r', (50, 59), 0), ('b', (29, 2), 0), ('r', (52, 61), 0), ('b', (2, 38), 0), ('r', (59, 31), -72)]","{'b': -40, 'r': 53}",r
"[('b', (47, 38), 0), ('r', (16, 25), 0), ('b', (54, 47), 0), ('r', (9, 16), 0), ('b', (38, 29), 0), ('r', (20, 38), 10), ('b', (45, 31), -6), ('r', (18, 27), 0), ('b', (41, 34), 0), ('r', (27, 41), 0), ('b', (48, 34), 0), ('r', (11, 18), 0), ('b', (52, 45), 0), ('r', (4, 11), 0), ('b', (34, 27), 0), ('r', (18, 36), 10), ('r', (36, 54), 1), ('b', (63, 45), 12), ('r', (25, 32), 0), ('b', (50, 41), 0), ('r', (32, 50), 1), ('r', (50, 36), -2), ('r', (36, 54), 2), ('b', (59, 50), 0), ('r', (11, 18), 0), ('b', (57, 48), 0), ('r', (2, 9), 0), ('b', (48, 41), 0), ('r', (13, 20), 0), ('b', (31, 13), -10), ('b', (13, 27), 2), ('r', (18, 36), 9), ('b', (47, 38), 0), ('r', (6, 13), 0), ('b', (61, 47), -9), ('r', (9, 18), 0), ('b', (38, 31), 0), ('r', (0, 9), 0), ('b', (41, 32), 0), ('r', (13, 20), 0), ('b', (31, 22), 0), ('r', (15, 29), 0), ('b', (50, 41), 0), ('r', (16, 25), 0), ('b', (47, 38), 0), ('r', (29, 47), 5), ('b', (41, 34), 0), ('r', (25, 43), -56), ('b', (32, 25), 0), ('r', (18, 32), 55)]","{'b': -11, 'r': 22}",r
